order_id,order_date,ship_date,customer_id,product_id,quantity,sales,profit,discount,order_year,order_month,is_outlier
CA-2017-145233,2017-12-01,2017-12-05,DV-13465,932,4,406.368,30.4776,0.2,2017,12,False
CA-2015-128139,2015-07-03,2015-07-09,BD-11725,1172,1,70.98,4.9686,0.0,2015,7,False
CA-2015-128139,2015-07-03,2015-07-09,BD-11725,534,3,294.93,144.5157,0.0,2015,7,False
US-2016-156986,2016-03-20,2016-03-24,ZC-21910,1843,2,84.784,-20.1362,0.2,2016,3,False
US-2016-156986,2016-03-20,2016-03-24,ZC-21910,1822,4,20.736,7.2576,0.2,2016,3,False
US-2016-156986,2016-03-20,2016-03-24,ZC-21910,448,3,16.821,-12.8961,0.7,2016,3,False
US-2016-156986,2016-03-20,2016-03-24,ZC-21910,1677,2,10.368,3.6288,0.2,2016,3,False
CA-2014-135405,2014-01-09,2014-01-13,MS-17830,1118,2,9.344,1.168,0.2,2014,1,False
CA-2014-135405,2014-01-09,2014-01-13,MS-17830,1073,3,31.2,9.75,0.2,2014,1,False
CA-2014-131450,2014-08-08,2014-08-15,LR-16915,662,2,76.12,22.0748,0.0,2014,8,False
CA-2014-131450,2014-08-08,2014-08-15,LR-16915,1446,3,1199.976,434.9913,0.2,2014,8,True
CA-2014-131450,2014-08-08,2014-08-15,LR-16915,36,5,445.96,55.745,0.2,2014,8,False
CA-2014-131450,2014-08-08,2014-08-15,LR-16915,503,8,327.76,91.7728,0.0,2014,8,False
CA-2016-120180,2016-07-14,2016-07-16,TP-21130,99,2,11.632,1.0178,0.2,2016,7,False
US-2016-100720,2016-07-16,2016-07-21,CK-12205,1096,3,143.982,-28.7964,0.4,2016,7,False
US-2016-100720,2016-07-16,2016-07-21,CK-12205,723,4,494.376,-115.3544,0.4,2016,7,False
US-2016-100720,2016-07-16,2016-07-21,CK-12205,102,2,5.84,0.73,0.2,2016,7,False
CA-2014-149958,2014-03-15,2014-03-19,AS-10240,872,1,142.776,17.847,0.2,2014,3,False
CA-2014-149958,2014-03-15,2014-03-19,AS-10240,565,3,45.696,5.1408,0.2,2014,3,False
CA-2014-149958,2014-03-15,2014-03-19,AS-10240,925,3,7.218,-5.5338,0.7,2014,3,False
CA-2014-149958,2014-03-15,2014-03-19,AS-10240,717,4,43.188,-31.6712,0.7,2014,3,False
CA-2014-149958,2014-03-15,2014-03-19,AS-10240,1671,3,131.904,47.8152,0.2,2014,3,False
US-2014-105767,2014-05-23,2014-05-27,AR-10510,147,2,3.282,-2.6256,0.7,2014,5,False
US-2014-105767,2014-05-23,2014-05-27,AR-10510,1123,9,21.168,2.3814,0.2,2014,5,False
US-2014-105767,2014-05-23,2014-05-27,AR-10510,1101,2,55.188,-10.1178,0.4,2014,5,False
CA-2016-161816,2016-04-28,2016-05-01,NB-18655,1168,3,369.576,41.5773,0.2,2016,4,False
CA-2016-161816,2016-04-28,2016-05-01,NB-18655,201,4,15.712,5.6956,0.2,2016,4,False
CA-2016-121223,2016-09-11,2016-09-13,GD-14590,1762,2,8.448,2.64,0.2,2016,9,False
CA-2016-121223,2016-09-11,2016-09-13,GD-14590,430,9,728.946,-157.9383,0.4,2016,9,True
CA-2017-138611,2017-11-14,2017-11-17,CK-12595,1313,10,119.94,15.992,0.4,2017,11,False
CA-2017-138611,2017-11-14,2017-11-17,CK-12595,1310,2,3.648,-2.7968,0.7,2017,11,False
CA-2017-117947,2017-08-18,2017-08-23,NG-18355,487,2,40.48,15.7872,0.0,2017,8,False
CA-2017-117947,2017-08-18,2017-08-23,NG-18355,492,2,9.94,3.0814,0.0,2017,8,False
CA-2017-117947,2017-08-18,2017-08-23,NG-18355,1332,9,107.424,33.57,0.2,2017,8,False
CA-2017-117947,2017-08-18,2017-08-23,NG-18355,777,1,37.91,10.9939,0.0,2017,8,False
CA-2017-117947,2017-08-18,2017-08-23,NG-18355,1442,3,88.02,27.2862,0.0,2017,8,False
US-2014-111171,2014-12-26,2014-12-31,CA-12265,413,5,8.69,-14.773,0.8,2014,12,False
CA-2015-138009,2015-11-29,2015-12-03,SF-20965,763,2,301.96,87.5684,0.0,2015,11,False
CA-2015-138009,2015-11-29,2015-12-03,SF-20965,860,5,555.21,178.901,0.1,2015,11,True
CA-2015-138009,2015-11-29,2015-12-03,SF-20965,1091,4,523.48,130.87,0.0,2015,11,True
CA-2015-138009,2015-11-29,2015-12-03,SF-20965,279,9,161.82,46.9278,0.0,2015,11,False
CA-2017-163020,2017-09-15,2017-09-19,MO-17800,1046,7,35.56,12.0904,0.0,2017,9,False
CA-2017-153787,2017-05-19,2017-05-23,AT-10735,310,2,97.16,28.1764,0.0,2017,5,False
CA-2017-133431,2017-12-17,2017-12-21,LC-17140,75,5,15.24,5.1435,0.2,2017,12,False
CA-2017-133431,2017-12-17,2017-12-21,LC-17140,142,3,13.23,6.0858,0.0,2017,12,False
US-2016-135720,2016-12-11,2016-12-13,FM-14380,1555,3,243.384,-51.7191,0.2,2016,12,False
US-2016-135720,2016-12-11,2016-12-13,FM-14380,913,5,119.8,29.95,0.2,2016,12,False
US-2016-135720,2016-12-11,2016-12-13,FM-14380,933,4,300.768,30.0768,0.2,2016,12,False
CA-2017-144694,2017-09-24,2017-09-26,BD-11605,1596,3,17.88,2.4585,0.2,2017,9,False
CA-2017-144694,2017-09-24,2017-09-26,BD-11605,534,3,235.944,85.5297,0.2,2017,9,False
CA-2015-168004,2015-10-04,2015-10-09,DJ-13420,1208,3,392.94,43.2234,0.0,2015,10,False
US-2016-123470,2016-08-15,2016-08-21,ME-17725,1302,3,18.882,-13.8468,0.7,2016,8,False
US-2016-123470,2016-08-15,2016-08-21,ME-17725,1576,3,122.328,12.2328,0.2,2016,8,False
CA-2016-115917,2016-05-20,2016-05-25,RB-19465,1036,5,1049.2,272.792,0.0,2016,5,True
CA-2016-115917,2016-05-20,2016-05-25,RB-19465,1642,4,15.424,5.0128,0.2,2016,5,False
CA-2016-147067,2016-12-18,2016-12-22,JD-16150,546,3,18.84,6.0288,0.0,2016,12,False
CA-2017-167913,2017-07-30,2017-08-03,JL-15835,543,2,330.4,85.904,0.0,2017,7,False
CA-2017-167913,2017-07-30,2017-08-03,JL-15835,187,7,26.25,12.6,0.0,2017,7,False
CA-2017-106103,2017-06-10,2017-06-15,SC-20305,911,4,132.52,54.3332,0.0,2017,6,False
US-2017-127719,2017-07-21,2017-07-25,TW-21025,1785,1,6.48,3.1752,0.0,2017,7,False
CA-2017-126221,2017-12-30,2018-01-05,CC-12430,612,2,209.3,56.511,0.0,2017,12,False
CA-2016-103947,2016-04-01,2016-04-08,BB-10990,1499,5,31.56,9.8625,0.2,2016,4,False
CA-2016-103947,2016-04-01,2016-04-08,BB-10990,305,2,30.144,3.0144,0.2,2016,4,False
CA-2016-160745,2016-12-11,2016-12-16,AR-10825,21,4,14.8,6.068,0.0,2016,12,False
CA-2016-160745,2016-12-11,2016-12-16,AR-10825,46,3,302.376,22.6782,0.2,2016,12,False
CA-2016-160745,2016-12-11,2016-12-16,AR-10825,666,4,316.0,31.6,0.0,2016,12,False
CA-2016-132661,2016-10-23,2016-10-29,SR-20740,1456,10,379.4,178.318,0.0,2016,10,False
CA-2017-140844,2017-06-19,2017-06-23,AR-10405,1731,2,97.82,45.9754,0.0,2017,6,False
CA-2017-140844,2017-06-19,2017-06-23,AR-10405,1459,8,103.12,10.312,0.0,2017,6,False
CA-2016-137239,2016-08-22,2016-08-28,CR-12730,1575,2,113.552,8.5164,0.2,2016,8,False
CA-2016-137239,2016-08-22,2016-08-28,CR-12730,238,2,3.318,-2.6544,0.7,2016,8,False
CA-2016-137239,2016-08-22,2016-08-28,CR-12730,128,2,134.288,45.3222,0.2,2016,8,False
US-2016-156097,2016-09-19,2016-09-19,EH-14125,769,2,701.372,-50.098,0.3,2016,9,True
US-2016-156097,2016-09-19,2016-09-19,EH-14125,235,2,2.308,-3.462,0.8,2016,9,False
CA-2015-146563,2015-08-24,2015-08-28,CB-12025,872,7,999.432,124.929,0.2,2015,8,True
CA-2015-146563,2015-08-24,2015-08-28,CB-12025,1475,14,724.08,-135.765,0.2,2015,8,True
CA-2015-146563,2015-08-24,2015-08-28,CB-12025,854,5,918.785,-118.1295,0.3,2015,8,True
CA-2015-146563,2015-08-24,2015-08-28,CB-12025,237,3,2.724,-4.2222,0.8,2015,8,False
CA-2016-123666,2016-03-26,2016-03-30,SP-20545,775,5,459.95,18.398,0.0,2016,3,False
CA-2016-143308,2016-11-04,2016-11-04,RC-19825,1197,3,10.74,5.2626,0.0,2016,11,False
CA-2017-132682,2017-06-08,2017-06-10,TH-21235,100,3,23.76,2.079,0.2,2017,6,False
CA-2017-132682,2017-06-08,2017-06-10,TH-21235,537,3,85.056,28.7064,0.2,2017,6,False
CA-2017-132682,2017-06-08,2017-06-10,TH-21235,450,3,381.576,28.6182,0.2,2017,6,False
CA-2014-156314,2014-12-24,2014-12-26,RP-19390,1050,5,30.36,8.7285,0.2,2014,12,False
US-2017-106663,2017-06-09,2017-06-13,MO-17800,11,3,23.976,-14.3856,0.6,2017,6,False
US-2017-106663,2017-06-09,2017-06-13,MO-17800,426,1,108.925,-71.8905,0.5,2017,6,False
US-2017-106663,2017-06-09,2017-06-13,MO-17800,107,8,36.352,11.36,0.2,2017,6,False
CA-2017-111178,2017-06-15,2017-06-22,TD-20995,1139,5,19.56,1.7115,0.2,2017,6,False
CA-2017-130351,2017-12-05,2017-12-08,RB-19570,946,3,61.44,16.5888,0.0,2017,12,False
CA-2017-130351,2017-12-05,2017-12-08,RB-19570,1468,5,38.9,17.505,0.0,2017,12,False
CA-2017-130351,2017-12-05,2017-12-08,RB-19570,911,3,99.39,40.7499,0.0,2017,12,False
US-2017-119438,2017-03-18,2017-03-23,CD-11980,866,3,2.688,-7.392,0.8,2017,3,False
US-2017-119438,2017-03-18,2017-03-23,CD-11980,1597,3,27.816,4.5201,0.2,2017,3,False
US-2017-119438,2017-03-18,2017-03-23,CD-11980,880,3,82.524,-41.262,0.6,2017,3,False
US-2017-119438,2017-03-18,2017-03-23,CD-11980,896,3,182.994,-320.2395,0.8,2017,3,False
CA-2016-164511,2016-11-19,2016-11-24,DJ-13630,246,3,14.352,4.6644,0.2,2016,11,False
CA-2016-164511,2016-11-19,2016-11-24,DJ-13630,646,2,64.96,2.5984,0.0,2016,11,False
CA-2016-164511,2016-11-19,2016-11-24,DJ-13630,125,4,68.6,18.522,0.0,2016,11,False
US-2017-168116,2017-11-04,2017-11-04,GT-14635,476,4,7999.98,-3839.9904,0.5,2017,11,True
US-2017-168116,2017-11-04,2017-11-04,GT-14635,612,2,167.44,14.651,0.2,2017,11,False
CA-2014-157784,2014-07-05,2014-07-08,MC-17845,1106,3,479.97,163.1898,0.0,2014,7,False
CA-2014-157784,2014-07-05,2014-07-08,MC-17845,226,2,14.62,6.8714,0.0,2014,7,False
CA-2014-157784,2014-07-05,2014-07-08,MC-17845,1787,3,19.44,9.3312,0.0,2014,7,False
CA-2017-161480,2017-12-25,2017-12-29,RA-19285,378,2,191.984,4.7996,0.2,2017,12,False
US-2014-117135,2014-06-21,2014-06-23,NP-18325,1037,1,104.01,14.5614,0.0,2014,6,False
US-2014-117135,2014-06-21,2014-06-23,NP-18325,965,1,284.82,74.0532,0.0,2014,6,False
US-2014-117135,2014-06-21,2014-06-23,NP-18325,1333,3,36.84,10.3152,0.0,2014,6,False
CA-2015-131534,2015-03-28,2015-04-02,AB-10165,910,1,166.24,24.936,0.0,2015,3,False
CA-2015-131534,2015-03-28,2015-04-02,AB-10165,1767,5,33.4,16.032,0.0,2015,3,False
CA-2015-119291,2015-05-14,2015-05-17,JO-15550,363,8,198.272,17.3488,0.2,2015,5,False
CA-2015-119291,2015-05-14,2015-05-17,JO-15550,198,4,47.36,17.76,0.2,2015,5,False
CA-2015-119291,2015-05-14,2015-05-17,JO-15550,940,7,200.984,62.8075,0.2,2015,5,False
CA-2015-119291,2015-05-14,2015-05-17,JO-15550,178,4,97.696,31.7512,0.2,2015,5,False
CA-2015-119291,2015-05-14,2015-05-17,JO-15550,332,1,2.696,0.8088,0.2,2015,5,False
CA-2015-119291,2015-05-14,2015-05-17,JO-15550,693,2,18.588,-13.6312,0.7,2015,5,False
CA-2015-119291,2015-05-14,2015-05-17,JO-15550,1627,3,4.896,-3.4272,0.7,2015,5,False
CA-2017-114552,2017-09-02,2017-09-08,Dl-13600,548,3,15.072,4.1448,0.2,2017,9,False
CA-2016-163755,2016-11-04,2016-11-08,AS-10285,1532,3,209.88,35.6796,0.0,2016,11,False
CA-2015-142027,2015-04-09,2015-04-14,JK-15370,972,3,369.912,-13.8717,0.2,2015,4,False
CA-2014-138527,2014-09-12,2014-09-17,BN-11470,1817,2,10.368,3.6288,0.2,2014,9,False
CA-2014-138527,2014-09-12,2014-09-17,BN-11470,629,5,166.84,18.7695,0.2,2014,9,False
CA-2014-138527,2014-09-12,2014-09-17,BN-11470,1399,1,15.216,2.2824,0.2,2014,9,False
CA-2014-112158,2014-12-02,2014-12-04,DP-13165,993,4,119.96,52.7824,0.0,2014,12,False
CA-2014-112158,2014-12-02,2014-12-04,DP-13165,1190,5,883.92,-110.49,0.2,2014,12,True
CA-2014-112158,2014-12-02,2014-12-04,DP-13165,146,8,46.72,15.768,0.2,2014,12,False
CA-2014-113887,2014-04-05,2014-04-07,TH-21550,538,1,55.48,26.6304,0.0,2014,4,False
CA-2017-146136,2017-09-03,2017-09-07,AP-10915,5,4,24.448,8.8624,0.2,2017,9,False
US-2017-100048,2017-05-19,2017-05-24,RS-19765,337,6,281.34,109.7226,0.0,2017,5,False
US-2017-100048,2017-05-19,2017-05-24,RS-19765,1168,2,307.98,89.3142,0.0,2017,5,False
US-2017-100048,2017-05-19,2017-05-24,RS-19765,1018,3,299.97,113.9886,0.0,2017,5,False
CA-2014-153150,2014-07-01,2014-07-06,Dl-13600,410,5,19.92,6.972,0.2,2014,7,False
CA-2014-130092,2014-01-11,2014-01-14,SV-20365,492,2,9.94,3.0814,0.0,2014,1,False
CA-2017-108910,2017-09-24,2017-09-29,KC-16540,879,3,103.056,24.4758,0.2,2017,9,False
CA-2014-104472,2014-06-02,2014-06-07,CK-12325,711,3,59.808,19.4376,0.2,2014,6,False
CA-2014-104472,2014-06-02,2014-06-07,CK-12325,135,6,73.32,21.996,0.0,2014,6,False
CA-2016-112942,2016-02-13,2016-02-18,RD-19810,1567,3,146.82,73.41,0.0,2016,2,False
CA-2016-142335,2016-12-15,2016-12-19,MP-17965,425,3,1652.94,231.4116,0.0,2016,12,True
CA-2016-142335,2016-12-15,2016-12-19,MP-17965,1330,3,296.37,80.0199,0.0,2016,12,False
CA-2014-117429,2014-10-07,2014-10-13,MR-17545,1443,5,129.92,21.112,0.2,2014,10,False
CA-2016-114713,2016-07-07,2016-07-12,SC-20695,98,7,45.584,5.1282,0.2,2016,7,False
CA-2017-144113,2017-09-16,2017-09-20,JF-15355,1042,2,17.568,6.3684,0.2,2017,9,False
CA-2017-144113,2017-09-16,2017-09-20,JF-15355,451,1,55.992,5.5992,0.2,2017,9,False
US-2016-150861,2016-12-03,2016-12-06,EG-13900,1753,8,182.72,84.0512,0.0,2016,12,False
US-2016-150861,2016-12-03,2016-12-06,EG-13900,327,2,400.032,-153.3456,0.4,2016,12,False
US-2016-150861,2016-12-03,2016-12-06,EG-13900,1262,3,33.63,10.089,0.0,2016,12,False
US-2016-150861,2016-12-03,2016-12-06,EG-13900,759,3,542.646,102.4998,0.1,2016,12,True
US-2016-150861,2016-12-03,2016-12-06,EG-13900,231,2,6.3,3.024,0.0,2016,12,False
CA-2017-131954,2017-01-21,2017-01-25,DS-13030,417,3,242.94,9.7176,0.0,2017,1,False
CA-2017-131954,2017-01-21,2017-01-25,DS-13030,1022,3,179.97,86.3856,0.0,2017,1,False
CA-2017-131954,2017-01-21,2017-01-25,DS-13030,1625,6,99.696,33.6474,0.2,2017,1,False
CA-2017-131954,2017-01-21,2017-01-25,DS-13030,1637,4,27.936,9.4284,0.2,2017,1,False
CA-2017-131954,2017-01-21,2017-01-25,DS-13030,1186,1,84.98,18.6956,0.0,2017,1,False
CA-2017-131954,2017-01-21,2017-01-25,DS-13030,82,5,18.72,6.552,0.2,2017,1,False
CA-2014-132500,2014-09-08,2014-09-12,GZ-14470,1019,2,49.98,8.4966,0.0,2014,9,False
CA-2014-112326,2014-01-04,2014-01-08,PO-19195,217,3,11.784,4.2717,0.2,2014,1,False
CA-2014-112326,2014-01-04,2014-01-08,PO-19195,1364,3,272.736,-64.7748,0.2,2014,1,False
CA-2014-112326,2014-01-04,2014-01-08,PO-19195,708,2,3.54,-5.487,0.8,2014,1,False
US-2016-146710,2016-08-27,2016-09-01,SS-20875,1044,5,51.52,-10.948,0.2,2016,8,False
US-2016-146710,2016-08-27,2016-09-01,SS-20875,142,1,3.528,1.1466,0.2,2016,8,False
US-2016-146710,2016-08-27,2016-09-01,SS-20875,1749,1,4.624,1.6762,0.2,2016,8,False
US-2016-146710,2016-08-27,2016-09-01,SS-20875,668,4,55.168,6.2064,0.2,2016,8,False
CA-2014-124429,2014-05-27,2014-05-27,MH-17785,943,10,567.12,-28.356,0.2,2014,5,True
CA-2014-124429,2014-05-27,2014-05-27,MH-17785,647,4,359.32,7.1864,0.0,2014,5,False
CA-2016-150889,2016-03-20,2016-03-22,PB-19105,314,1,11.992,0.8994,0.2,2016,3,False
CA-2017-126074,2017-10-02,2017-10-06,RF-19735,687,3,58.05,26.703,0.0,2017,10,False
CA-2017-126074,2017-10-02,2017-10-06,RF-19735,1178,11,157.74,56.7864,0.0,2017,10,False
CA-2017-126074,2017-10-02,2017-10-06,RF-19735,250,7,56.98,22.792,0.0,2017,10,False
CA-2017-126074,2017-10-02,2017-10-06,RF-19735,236,1,2.88,1.4112,0.0,2017,10,False
CA-2016-110499,2016-04-07,2016-04-09,YC-21895,804,3,1199.976,374.9925,0.2,2016,4,True
CA-2015-135272,2015-12-07,2015-12-12,MS-17830,11,4,79.92,28.7712,0.0,2015,12,False
CA-2016-140928,2016-09-18,2016-09-22,NB-18655,428,4,383.438,-167.3184,0.45,2016,9,False
CA-2014-106803,2014-12-29,2015-01-02,DC-13285,1333,2,24.56,6.8768,0.0,2014,12,False
CA-2014-106803,2014-12-29,2015-01-02,DC-13285,913,4,119.8,47.92,0.0,2014,12,False
CA-2017-117240,2017-07-23,2017-07-28,CP-12340,147,3,13.128,4.2666,0.2,2017,7,False
CA-2017-133333,2017-09-18,2017-09-22,BF-11020,107,4,22.72,10.224,0.0,2017,9,False
CA-2015-112319,2015-08-31,2015-09-05,AR-10510,1823,9,58.32,27.9936,0.0,2015,8,False
CA-2017-126046,2017-11-03,2017-11-07,JC-16105,182,3,12.39,5.6994,0.0,2017,11,False
CA-2015-114923,2015-02-08,2015-02-13,LH-17020,930,3,107.982,-26.9955,0.4,2015,2,False
CA-2014-162775,2014-01-13,2014-01-15,CS-12250,1493,2,11.36,5.3392,0.0,2014,1,False
CA-2014-162775,2014-01-13,2014-01-15,CS-12250,373,3,50.94,25.47,0.0,2014,1,False
CA-2014-162775,2014-01-13,2014-01-15,CS-12250,1275,6,646.74,258.696,0.0,2014,1,True
CA-2014-162775,2014-01-13,2014-01-15,CS-12250,16,3,5.64,2.7072,0.0,2014,1,False
CA-2014-162775,2014-01-13,2014-01-15,CS-12250,658,6,572.58,34.3548,0.0,2014,1,True
CA-2014-106810,2014-05-14,2014-05-20,AJ-10795,595,2,310.88,23.316,0.2,2014,5,False
CA-2016-157245,2016-05-19,2016-05-24,LE-16810,832,2,641.96,179.7488,0.0,2016,5,True
CA-2017-104220,2017-01-30,2017-02-05,BV-11245,407,2,18.28,9.14,0.0,2017,1,False
CA-2017-104220,2017-01-30,2017-02-05,BV-11245,40,3,207.0,51.75,0.0,2017,1,False
CA-2017-104220,2017-01-30,2017-02-05,BV-11245,691,5,32.35,16.175,0.0,2017,1,False
CA-2017-104220,2017-01-30,2017-02-05,BV-11245,499,1,7.71,3.4695,0.0,2017,1,False
CA-2017-104220,2017-01-30,2017-02-05,BV-11245,357,2,40.3,10.881,0.0,2017,1,False
CA-2017-104220,2017-01-30,2017-02-05,BV-11245,393,7,34.58,14.5236,0.0,2017,1,False
CA-2014-165974,2014-06-29,2014-07-06,DL-12865,526,7,32.76,3.6855,0.2,2014,6,False
CA-2015-144267,2015-08-21,2015-08-23,NZ-18565,843,3,544.008,40.8006,0.2,2015,8,True
CA-2015-144267,2015-08-21,2015-08-23,NZ-18565,1694,3,59.94,28.1718,0.0,2015,8,False
CA-2015-144267,2015-08-21,2015-08-23,NZ-18565,1764,4,23.92,11.7208,0.0,2015,8,False
CA-2015-144267,2015-08-21,2015-08-23,NZ-18565,1713,1,4.28,1.926,0.0,2015,8,False
US-2015-157014,2015-10-03,2015-10-06,BM-11785,57,5,32.07,-22.449,0.7,2015,10,False
US-2015-157014,2015-10-03,2015-10-06,BM-11785,915,2,24.0,-2.7,0.2,2015,10,False
US-2015-157014,2015-10-03,2015-10-06,BM-11785,1384,1,35.49,-15.6156,0.5,2015,10,False
US-2015-157014,2015-10-03,2015-10-06,BM-11785,1087,2,47.984,0.5998,0.2,2015,10,False
CA-2015-154921,2015-05-23,2015-05-28,EA-14035,395,3,186.69,87.7443,0.0,2015,5,False
CA-2017-129567,2017-03-17,2017-03-21,CL-12565,802,2,17.456,5.8914,0.2,2017,3,False
CA-2015-154620,2015-12-12,2015-12-16,LT-17110,989,2,348.928,34.8928,0.2,2015,12,False
CA-2015-115938,2015-06-26,2015-06-30,SA-20830,717,4,143.96,69.1008,0.0,2015,6,False
CA-2015-115938,2015-06-26,2015-06-30,SA-20830,508,1,15.42,4.1634,0.0,2015,6,False
CA-2015-115938,2015-06-26,2015-06-30,SA-20830,67,8,43.04,21.0896,0.0,2015,6,False
CA-2015-115938,2015-06-26,2015-06-30,SA-20830,1203,3,332.94,79.9056,0.0,2015,6,False
CA-2016-105256,2016-05-20,2016-05-20,JK-15730,445,5,1363.96,85.2475,0.2,2016,5,True
CA-2014-156433,2014-09-20,2014-09-26,ES-14020,207,2,9.96,4.5816,0.0,2014,9,False
CA-2014-156433,2014-09-20,2014-09-26,ES-14020,1647,4,21.72,10.6428,0.0,2014,9,False
CA-2017-151428,2017-09-21,2017-09-26,RH-19495,236,7,20.16,9.8784,0.0,2017,9,False
CA-2015-124653,2015-12-24,2015-12-26,DB-13120,1669,7,132.79,63.7392,0.0,2015,12,False
CA-2015-124653,2015-12-24,2015-12-26,DB-13120,1756,2,12.96,6.2208,0.0,2015,12,False
CA-2015-124653,2015-12-24,2015-12-26,DB-13120,1455,7,21.56,10.3488,0.0,2015,12,False
CA-2015-101910,2015-11-27,2015-12-03,CD-11920,1450,5,283.92,17.745,0.2,2015,11,False
CA-2017-105809,2017-02-20,2017-02-23,HW-14935,621,1,22.23,7.3359,0.0,2017,2,False
CA-2017-105809,2017-02-20,2017-02-23,HW-14935,1011,2,215.968,18.8972,0.2,2017,2,False
CA-2016-136133,2016-08-18,2016-08-23,HW-14935,295,9,355.32,99.4896,0.0,2016,8,False
CA-2016-115504,2016-03-12,2016-03-17,MC-18130,1814,2,12.96,6.2208,0.0,2016,3,False
CA-2017-135783,2017-04-22,2017-04-24,GM-14440,590,2,18.28,6.2152,0.0,2017,4,False
CA-2014-134313,2014-11-01,2014-11-07,RA-19915,1095,3,43.176,4.3176,0.2,2014,11,False
CA-2014-134313,2014-11-01,2014-11-07,RA-19915,449,4,1983.968,247.996,0.2,2014,11,True
CA-2015-140921,2015-02-03,2015-02-05,AA-10375,457,2,28.4,11.076,0.0,2015,2,False
CA-2015-140921,2015-02-03,2015-02-05,AA-10375,955,3,149.97,50.9898,0.0,2015,2,False
CA-2014-151995,2014-10-13,2014-10-15,ZC-21910,1126,4,11.52,3.2256,0.0,2014,10,False
CA-2014-151995,2014-10-13,2014-10-15,ZC-21910,322,5,1298.55,311.652,0.0,2014,10,True
CA-2014-151995,2014-10-13,2014-10-15,ZC-21910,304,4,213.92,62.0368,0.0,2014,10,False
CA-2014-151995,2014-10-13,2014-10-15,ZC-21910,1459,2,25.78,2.578,0.0,2014,10,False
CA-2017-143686,2017-05-14,2017-05-14,PJ-19015,590,2,18.28,6.2152,0.0,2017,5,False
CA-2017-143686,2017-05-14,2017-05-14,PJ-19015,1329,7,1399.93,601.9699,0.0,2017,5,True
CA-2015-106565,2015-03-20,2015-03-23,BW-11110,1800,8,51.84,24.8832,0.0,2015,3,False
CA-2016-149370,2016-09-15,2016-09-19,DB-13210,1757,1,5.344,1.8704,0.2,2016,9,False
CA-2014-140858,2014-06-28,2014-07-02,CA-12775,1787,8,41.472,14.5152,0.2,2014,6,False
CA-2014-140858,2014-06-28,2014-07-02,CA-12775,1436,3,3.168,-2.4288,0.7,2014,6,False
CA-2014-140858,2014-06-28,2014-07-02,CA-12775,758,5,1228.465,0.0,0.3,2014,6,True
CA-2014-140858,2014-06-28,2014-07-02,CA-12775,705,3,31.086,-22.7964,0.7,2014,6,False
CA-2014-140858,2014-06-28,2014-07-02,CA-12775,1729,4,335.52,117.432,0.2,2014,6,False
CA-2017-101434,2017-06-20,2017-06-27,TR-21325,1328,3,239.97,71.991,0.0,2017,6,False
CA-2017-101434,2017-06-20,2017-06-27,TR-21325,217,2,9.82,4.8118,0.0,2017,6,False
US-2014-102071,2014-05-09,2014-05-15,PG-18820,961,4,67.8,4.068,0.0,2014,5,False
US-2014-102071,2014-05-09,2014-05-15,PG-18820,1463,3,167.97,40.3128,0.0,2014,5,False
CA-2017-126956,2017-08-21,2017-08-28,GT-14710,121,7,35.0,16.8,0.0,2017,8,False
CA-2017-126956,2017-08-21,2017-08-28,GT-14710,89,4,37.24,10.7996,0.0,2017,8,False
CA-2017-126956,2017-08-21,2017-08-28,GT-14710,1431,2,15.28,7.4872,0.0,2017,8,False
CA-2017-129462,2017-06-16,2017-06-21,JE-15745,736,2,301.96,90.588,0.0,2017,6,False
CA-2017-129462,2017-06-16,2017-06-21,JE-15745,656,3,180.66,50.5848,0.0,2017,6,False
CA-2017-129462,2017-06-16,2017-06-21,JE-15745,1314,2,191.98,51.8346,0.0,2017,6,False
CA-2017-129462,2017-06-16,2017-06-21,JE-15745,446,1,65.99,17.1574,0.0,2017,6,False
CA-2016-165316,2016-07-23,2016-07-27,JB-15400,352,2,35.216,2.6412,0.2,2016,7,False
CA-2016-165316,2016-07-23,2016-07-27,JB-15400,820,2,23.696,6.5164,0.2,2016,7,False
CA-2016-165316,2016-07-23,2016-07-27,JB-15400,1839,1,265.475,-111.4995,0.5,2016,7,False
US-2014-115987,2014-09-08,2014-09-13,LH-17020,703,4,51.184,-79.3352,0.8,2014,9,False
US-2017-156083,2017-11-04,2017-11-11,JL-15175,110,2,9.664,3.2616,0.2,2017,11,False
US-2016-137547,2016-03-07,2016-03-12,EB-13705,308,3,21.072,1.5804,0.2,2016,3,False
CA-2015-100454,2015-11-20,2015-11-25,BM-11650,357,3,60.45,16.3215,0.0,2015,11,False
CA-2015-100454,2015-11-20,2015-11-25,BM-11650,1143,4,11.52,3.3408,0.0,2015,11,False
CA-2015-100454,2015-11-20,2015-11-25,BM-11650,1182,4,186.048,9.3024,0.2,2015,11,False
CA-2016-161669,2016-11-07,2016-11-09,EM-14095,638,4,37.44,11.7,0.2,2016,11,False
CA-2016-161669,2016-11-07,2016-11-09,EM-14095,900,4,26.976,8.7672,0.2,2016,11,False
CA-2016-161669,2016-11-07,2016-11-09,EM-14095,95,2,11.36,3.2944,0.0,2016,11,False
CA-2016-161669,2016-11-07,2016-11-09,EM-14095,193,2,14.62,6.8714,0.0,2016,11,False
CA-2015-114300,2015-10-13,2015-10-17,AF-10885,890,7,83.72,23.4416,0.0,2015,10,False
